brand_parent,model_parent,variant_parent,variant_name,price,displacement,power,transmission,mileage,fuel,engine_typr,cylinders,valves_per_cyl,gearbox,drive,fuel_cap,emission_norm,suspension_front,suspension_rear,steer_type,steer_col,turn_radius,brake_front,breake_rear,length,width,height,boot_cap,seat_cap,ground_cl,wheelbase,kerb_weight,gross_weight,doors,park_sensors,upholstery,radio_antenna,tyre_size,tyre_type,wheel_size,airbags,screen_size,connectivity,image-src,ncap_rating,ev_range,ev_battery_cap,ev_motor,ev_charge,ev_drag_coeff,zero_to_hundred,speakers,auto_park,ev_charge_time_dc,ev_charge_time_ac,ev_brake_regen_levels,ev_norm
Mahindra,Mahindra Scorpio N,Scorpio N Z8 Select AT,Mahindra Scorpio N Z8 Select AT,Rs.18.59 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1997 cc,200 bhp,,,Petrol,mStallion (TGDi),4,4,6-Speed,RWD,,BS VI 2.0,Double Wishbone Suspension with Coil over Shocks with FDD & MTV-CL,Pentalink Suspension with WATT’s Linkage with FDD & MTV-CL,Electric,Tilt,,Ventilated Disc,Ventilated Disc,4662 mm,1917 mm,1857 mm,460 Litres,7,,2750 mm,,,5,Rear,Leatherette,Shark Fin,245/65 R17,"Tubeless,Radial",,No. of Airbags,8 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Mahindra,Mahindra Scorpio N,Scorpio N Z6 Diesel AT,Mahindra Scorpio N Z6 Diesel AT,Rs.18.55 Lakh*Get On-Road Price*Ex-showroom Price in Pune,2198 cc,172.45 bhp,,,Diesel,mHawk (CRDi),4,4,6-Speed,RWD,,BS VI 2.0,Double Wishbone Suspension with Coil over Shocks with FDD & MTV-CL,Pentalink Suspension with WATT’s Linkage with FDD & MTV-CL,Electric,Tilt,,Ventilated Disc,Ventilated Disc,4662 mm,1917 mm,1857 mm,460 Litres,7,,2750 mm,,,5,Rear,Fabric,Shark Fin,245/65 R17,"Tubeless,Radial",17 Inch,No. of Airbags,8 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Mahindra,Mahindra Scorpio N,Scorpio N Z4 Diesel E 4x4,Mahindra Scorpio N Z4 Diesel E 4x4,Rs.18.51 Lakh*Get On-Road Price*Ex-showroom Price in Pune,2198 cc,172.45 bhp,,,Diesel,mHawk (CRDi),4,4,6-Speed,4WD,,BS VI 2.0,Double Wishbone Suspension with Coil over Shocks with FDD & MTV-CL,Pentalink Suspension with WATT’s Linkage with FDD & MTV-CL,Electric,Tilt,,Ventilated Disc,Ventilated Disc,4662 mm,1917 mm,1857 mm,460 Litres,7,,2750 mm,,,5,Rear,Fabric,Shark Fin,245/65 R17,"Tubeless,Radial",17 Inch,No. of Airbags,8 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Mahindra,Mahindra Scorpio N,Scorpio N Z8 Select Diesel,Mahindra Scorpio N Z8 Select Diesel,Rs.18.09 Lakh*Get On-Road Price*Ex-showroom Price in Pune,2198 cc,172.45 bhp,,,Diesel,mHawk (CRDi),4,4,6-Speed,RWD,,BS VI 2.0,Double Wishbone Suspension with Coil over Shocks with FDD & MTV-CL,Pentalink Suspension with WATT’s Linkage with FDD & MTV-CL,Electric,Tilt,,Ventilated Disc,Ventilated Disc,4662 mm,1917 mm,1857 mm,460 Litres,7,,2750 mm,,,5,Rear,Leatherette,Shark Fin,245/65 R17,"Tubeless,Radial",17 Inch,No. of Airbags,8 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Mahindra,Mahindra Scorpio N,Scorpio N Z4 Diesel 4x4,Mahindra Scorpio N Z4 Diesel 4x4,Rs.18.01 Lakh*Get On-Road Price*Ex-showroom Price in Pune,2198 cc,172.45 bhp,,,Diesel,mHawk (CRDi),4,4,6-Speed,4WD,,BS VI 2.0,Double Wishbone Suspension with Coil over Shocks with FDD & MTV-CL,Pentalink Suspension with WATT’s Linkage with FDD & MTV-CL,Electric,Tilt,,Ventilated Disc,Ventilated Disc,4662 mm,1917 mm,1857 mm,460 Litres,7,,2750 mm,,,5,Rear,Fabric,Shark Fin,245/65 R17,"Tubeless,Radial",17 Inch,No. of Airbags,8 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Mahindra,Mahindra Scorpio N,Scorpio N Z4 Diesel AT,Mahindra Scorpio N Z4 Diesel AT,Rs.17.55 Lakh*Get On-Road Price*Ex-showroom Price in Pune,2198 cc,172.45 bhp,,,Diesel,mHawk (CRDi),4,4,6-Speed,RWD,,BS VI 2.0,Double Wishbone Suspension with Coil over Shocks with FDD & MTV-CL,Pentalink Suspension with WATT’s Linkage with FDD & MTV-CL,Electric,Tilt,,Ventilated Disc,Ventilated Disc,4662 mm,1917 mm,1857 mm,460 Litres,7,,2750 mm,,,5,Rear,Fabric,Shark Fin,245/65 R17,"Tubeless,Radial",17 Inch,No. of Airbags,8 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Mahindra,Mahindra Scorpio N,Scorpio N Z8 Select,Mahindra Scorpio N Z8 Select,Rs.17.09 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1997 cc,200 bhp,,,Petrol,mStallion (TGDi),4,4,6-Speed,RWD,,BS VI 2.0,Double Wishbone Suspension with Coil over Shocks with FDD & MTV-CL,Pentalink Suspension with WATT’s Linkage with FDD & MTV-CL,Electric,Tilt,,Ventilated Disc,Ventilated Disc,4662 mm,1917 mm,1857 mm,460 Litres,7,,2750 mm,,,5,Rear,Leatherette,Shark Fin,245/65 R17,"Tubeless,Radial",17 Inch,No. of Airbags,8 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Mahindra,Mahindra Scorpio N,Scorpio N Z4 AT,Mahindra Scorpio N Z4 AT,Rs.17.05 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1997 cc,200 bhp,,,Petrol,mStallion (TGDi),4,4,6-Speed,RWD,57 Litres,BS VI 2.0,Double Wishbone Suspension with Coil over Shocks with FDD & MTV-CL,Pentalink Suspension with WATT’s Linkage with FDD & MTV-CL,Electric,Tilt,,Ventilated Disc,Ventilated Disc,4662 mm,1917 mm,1857 mm,460 Litres,7,,2750 mm,,,5,Rear,Fabric,Shark Fin,245/65 R17,"Tubeless,Radial",17 Inch,No. of Airbags,8 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Mahindra,Mahindra Scorpio N,Scorpio N Z6 Diesel,Mahindra Scorpio N Z6 Diesel,Rs.16.86 Lakh*Get On-Road Price*Ex-showroom Price in Pune,2198 cc,172.45 bhp,,,Diesel,mHawk (CRDi),4,4,6-Speed,RWD,,BS VI 2.0,Double Wishbone Suspension with Coil over Shocks with FDD & MTV-CL,Pentalink Suspension with WATT’s Linkage with FDD & MTV-CL,Electric,Tilt,,Ventilated Disc,Ventilated Disc,4662 mm,1917 mm,1857 mm,460 Litres,7,,2750 mm,,,5,Rear,Fabric,Shark Fin,245/65 R17,"Tubeless,Radial",17 Inch,No. of Airbags,8 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Mahindra,Mahindra Scorpio N,Scorpio N Z4 Diesel E,Mahindra Scorpio N Z4 Diesel E,Rs.16.40 Lakh*Get On-Road Price*Ex-showroom Price in Pune,2198 cc,130 bhp,,,Diesel,mHawk (CRDi),4,4,6-Speed,RWD,,BS VI 2.0,Double Wishbone Suspension with Coil over Shocks with FDD & MTV-CL,Pentalink Suspension with WATT’s Linkage with FDD & MTV-CL,Hydraulic,Tilt,,Ventilated Disc,Ventilated Disc,4662 mm,1917 mm,1857 mm,460 Litres,7,,2750 mm,,,5,Rear,Fabric,Shark Fin,245/65 R17,"Tubeless,Radial",17 Inch,No. of Airbags,8 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Mahindra,Mahindra Scorpio N,Scorpio N Z4 E,Mahindra Scorpio N Z4 E,Rs.15.99 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1997 cc,200 bhp,,,Petrol,mStallion (TGDi),4,4,6-Speed,RWD,57 Litres,BS VI 2.0,Double Wishbone Suspension with Coil over Shocks with FDD & MTV-CL,Pentalink Suspension with WATT’s Linkage with FDD & MTV-CL,Electric,Tilt,,Ventilated Disc,Ventilated Disc,4662 mm,1917 mm,1857 mm,460 Litres,7,,2750 mm,,,5,Rear,Fabric,Shark Fin,245/65 R17,"Tubeless,Radial",17 Inch,No. of Airbags,8 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Mahindra,Mahindra Scorpio N,Scorpio N Z4 Diesel,Mahindra Scorpio N Z4 Diesel,Rs.15.90 Lakh*Get On-Road Price*Ex-showroom Price in Pune,2198 cc,130 bhp,,,Diesel,mHawk (CRDi),4,4,6-Speed,RWD,,BS VI 2.0,Double Wishbone Suspension with Coil over Shocks with FDD & MTV-CL,Pentalink Suspension with WATT’s Linkage with FDD & MTV-CL,Hydraulic,Tilt,,Ventilated Disc,Ventilated Disc,4662 mm,1917 mm,1857 mm,460 Litres,7,,2750 mm,,,5,Rear,Fabric,Shark Fin,245/65 R17,"Tubeless,Radial",17 Inch,No. of Airbags,8 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Mahindra,Mahindra Scorpio N,Scorpio N Z4,Mahindra Scorpio N Z4,Rs.15.49 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1997 cc,200 bhp,,,Petrol,mStallion (TGDi),4,4,6-Speed,RWD,57 Litres,BS VI 2.0,Double Wishbone Suspension with Coil over Shocks with FDD & MTV-CL,Pentalink Suspension with WATT’s Linkage with FDD & MTV-CL,Electric,Tilt,,Ventilated Disc,Ventilated Disc,4662 mm,1917 mm,1857 mm,460 Litres,7,,2750 mm,,,5,Rear,Fabric,Shark Fin,245/65 R17,"Tubeless,Radial",17 Inch,No. of Airbags,8 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Mahindra,Mahindra Scorpio N,Scorpio N Z2 Diesel E,Mahindra Scorpio N Z2 Diesel E,Rs.14.75 Lakh*Get On-Road Price*Ex-showroom Price in Pune,2198 cc,130 bhp,,,Diesel,mHawk (CRDi),4,4,6-Speed,RWD,,BS VI 2.0,Double Wishbone Suspension with Coil over Shocks with FDD & MTV-CL,Pentalink Suspension with WATT’s Linkage with FDD & MTV-CL,Hydraulic,Tilt,,Ventilated Disc,Ventilated Disc,4662 mm,1917 mm,1857 mm,460 Litres,7,,2750 mm,,,5,Rear,Fabric,Shark Fin,245/65 R17,"Tubeless,Radial",17 Inch,No. of Airbags,8 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Mahindra,Mahindra Scorpio N,Scorpio N Z2 E,Mahindra Scorpio N Z2 E,Rs.14.35 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1997 cc,200 bhp,,,Petrol,mStallion (TGDi),4,4,6-Speed,RWD,57 Litres,BS VI 2.0,Double Wishbone Suspension with Coil over Shocks with FDD & MTV-CL,Pentalink Suspension with WATT’s Linkage with FDD & MTV-CL,Electric,Tilt,,Ventilated Disc,Ventilated Disc,4662 mm,1917 mm,1857 mm,460 Litres,7,,2750 mm,,,5,Rear,Fabric,Shark Fin,245/65 R17,"Tubeless,Radial",17 Inch,No. of Airbags,8 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Mahindra,Mahindra Scorpio N,Scorpio N Z2 Diesel,Mahindra Scorpio N Z2 Diesel,Rs.14.25 Lakh*Get On-Road Price*Ex-showroom Price in Pune,2198 cc,130 bhp,,,Diesel,mHawk (CRDi),4,4,6-Speed,RWD,,BS VI 2.0,Double Wishbone Suspension with Coil over Shocks with FDD & MTV-CL,Pentalink Suspension with WATT’s Linkage with FDD & MTV-CL,Hydraulic,Tilt,,Ventilated Disc,Ventilated Disc,4662 mm,1917 mm,1857 mm,460 Litres,7,,2750 mm,,,5,Rear,Fabric,Shark Fin,245/65 R17,"Tubeless,Radial",17 Inch,No. of Airbags,8 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Mahindra,Mahindra Scorpio N,Scorpio N Z2,Mahindra Scorpio N Z2,Rs.13.85 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1997 cc,200 bhp,,,Petrol,mStallion (TGDi),4,4,6-Speed,RWD,57 Litres,BS VI 2.0,Double Wishbone Suspension with Coil over Shocks with FDD & MTV-CL,Pentalink Suspension with WATT’s Linkage with FDD & MTV-CL,Electric,Tilt,,Ventilated Disc,Ventilated Disc,4662 mm,1917 mm,1857 mm,460 Litres,7,,2750 mm,,,5,Rear,Fabric,Shark Fin,245/65 R17,"Tubeless,Radial",17 Inch,No. of Airbags,8 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Mahindra,Mahindra Bolero,Bolero B6 Opt,Mahindra Bolero B6 Opt,Rs.10.91 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1493 cc,74.96 bhp,Manual,16 kmpl,Diesel,mHAWK75,3,4,5-Speed,RWD,,BS VI 2.0,FS Coil Spring,Rigid Leaf Spring,Electric,Power,5.8,disc,drum,3995 mm,1745 mm,1880 mm,370 Litres,7,180 mm,2680 mm,,,5,Rear,Fabric,,215/75 R15,"Tubeless,Radial",15 Inch,2,,,,,,,,,,,4,,,,,BS VI 2.0
Mahindra,Mahindra Bolero,Bolero B6,Mahindra Bolero B6,Rs.10.18 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1493 cc,74.96 bhp,Manual,16 kmpl,Diesel,mHAWK75,3,4,5-Speed,RWD,,BS VI 2.0,FS Coil Spring,Rigid Leaf Spring,Electric,Power,5.8,disc,drum,3995 mm,1745 mm,1880 mm,370 Litres,7,180 mm,2680 mm,,,5,Rear,Fabric,,215/75 R15,"Tubeless,Radial",15 Inch,2,,,,,,,,,,,4,,,,,BS VI 2.0
Mahindra,Mahindra Bolero,Bolero B4,Mahindra Bolero B4,Rs.9.98 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1493 cc,74.96 bhp,Manual,16 kmpl,Diesel,mHAWK75,3,4,5-Speed,RWD,,BS VI 2.0,FS Coil Spring,Rigid Leaf Spring,Electric,Power,5.8,disc,drum,3995 mm,1745 mm,1880 mm,370 Litres,7,180 mm,2680 mm,,,5,Rear,,,215/75 R15,"Tubeless,Radial",15 Inch,2,,,,,,,,,,,,,,,,BS VI 2.0
Mahindra,Mahindra XUV700,XUV700 AX7L 7Str Diesel AT AWD,Mahindra XUV700 AX7L 7Str Diesel AT AWD,Rs.26.99 Lakh*Get On-Road Price*Ex-showroom Price in Pune,2198 cc,182.38 bhp,,16.57 kmpl,Diesel,mHAWK (CRDi),4,4,6-Speed,AWD,,BS VI 2.0,McPherson Strut Independent Suspension with FSD and Stabilizer bar,Multi-Link Independent Suspension with FSD Stabilizer bar,,Tilt & Telescopic,,Ventilated Disc,Solid Disc,4695 mm,1890 mm,1755 mm,240 Litres,7,,2829 mm,,,5,Rear,Leatherette,,235/60 R18,"Tubeless, Radial",,7,10.25 Inch,,,,,,,,,,12,,,,,BS VI 2.0
Mahindra,Mahindra XUV700,XUV700 AX7L Blaze Edition Diesel AT,Mahindra XUV700 AX7L Blaze Edition Diesel AT,Rs.26.04 Lakh**Estimated Price in Pune,2198 cc,182.38 bhp,,16.57 kmpl,Diesel,mHAWK (CRDi),4,4,6-Speed,FWD,,BS VI 2.0,McPherson Strut Independent Suspension with FSD and Stabilizer bar,Multi-Link Independent Suspension with FSD Stabilizer bar,Power,Tilt & Telescopic,,Ventilated Disc,Solid Disc,4695 mm,1890 mm,1755 mm,240 Litres,7,,2829 mm,,,5,Rear,Leatherette,,235/60 R18,"Tubeless, Radial",,7,10.25 Inch,,,,,,,,,,12,,,,,BS VI 2.0
Mahindra,Mahindra XUV700,XUV700 AX7L 6Str Diesel AT,Mahindra XUV700 AX7L 6Str Diesel AT,Rs.25.94 Lakh*Get On-Road Price*Ex-showroom Price in Pune,2198 cc,182.38 bhp,,16.57 kmpl,Diesel,mHAWK (CRDi),4,4,6-Speed,FWD,,BS VI 2.0,McPherson Strut Independent Suspension with FSD and Stabilizer bar,Multi-Link Independent Suspension with FSD Stabilizer bar,Power,Tilt & Telescopic,,Ventilated Disc,Solid Disc,4695 mm,1890 mm,1755 mm,240 Litres,6,,2600 mm,,,5,Rear,Leatherette,,235/60 R18,"Tubeless, Radial",,7,10.25 Inch,,,,,,,,,,12,,,,,BS VI 2.0
Mahindra,Mahindra XUV700,XUV700 AX7L 7Str Diesel AT,Mahindra XUV700 AX7L 7Str Diesel AT,Rs.25.79 Lakh*Get On-Road Price*Ex-showroom Price in Pune,2198 cc,182.38 bhp,,16.57 kmpl,Diesel,mHAWK (CRDi),4,4,6-Speed,FWD,,BS VI 2.0,McPherson Strut Independent Suspension with FSD and Stabilizer bar,Multi-Link Independent Suspension with FSD Stabilizer bar,Power,Tilt & Telescopic,,Ventilated Disc,Solid Disc,4695 mm,1890 mm,1755 mm,240 Litres,7,,2829 mm,,,5,Rear,Leatherette,,235/60 R18,"Tubeless, Radial",,7,10.25 Inch,,,,,,,,,,12,,,,,BS VI 2.0
Mahindra,Mahindra XUV700,XUV700 AX7L Blaze Edition AT,Mahindra XUV700 AX7L Blaze Edition AT,Rs.25.54 Lakh*Get On-Road Price*Ex-showroom Price in Pune,2198 cc,182.38 bhp,,17 kmpl,Petrol,mSTALLION (TGDi),4,4,6-Speed,FWD,,BS VI 2.0,McPherson Strut Independent Suspension with FSD and Stabilizer bar,Multi-Link Independent Suspension with FSD Stabilizer bar,Power,Tilt & Telescopic,,Ventilated Disc,Solid Disc,4695 mm,1890 mm,1755 mm,240 Litres,7,,2729 mm,,,5,Rear,Leatherette,,235/60 R18,"Tubeless, Radial",,7,10.25 Inch,,,,,,,,,,12,,,,,BS VI 2.0
Mahindra,Mahindra XUV700,XUV700 AX7L 6Str AT,Mahindra XUV700 AX7L 6Str AT,Rs.25.44 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1999 cc,197.13 bhp,,13 kmpl,Petrol,mSTALLION (TGDi),4,4,6-Speed,FWD,60 Litres,BS VI 2.0,McPherson Strut Independent Suspension with FSD and Stabilizer bar,Multi-Link Independent Suspension with FSD Stabilizer bar,Power,Tilt & Telescopic,,Ventilated Disc,Solid Disc,4695 mm,1890 mm,1755 mm,240 Litres,6,,2610 mm,,,5,Rear,Leatherette,,235/60 R18,"Tubeless, Radial",,7,10.25 Inch,,,,,,,,,,12,,,,,BS VI 2.0
Mahindra,Mahindra XUV700,XUV700 AX7L 7Str AT,Mahindra XUV700 AX7L 7Str AT,Rs.25.29 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1999 cc,197.13 bhp,,13 kmpl,Petrol,mSTALLION (TGDi),4,4,6-Speed,FWD,60 Litres,BS VI 2.0,McPherson Strut Independent Suspension with FSD and Stabilizer bar,Multi-Link Independent Suspension with FSD Stabilizer bar,Power,Tilt & Telescopic,,Ventilated Disc,Solid Disc,4695 mm,1890 mm,1755 mm,240 Litres,7,,2750 mm,,,5,Rear,Leatherette,,235/60 R18,"Tubeless, Radial",,7,10.25 Inch,,,,,,,,,,12,,,,,BS VI 2.0
Mahindra,Mahindra XUV700,XUV700 AX7 7Str Diesel AT AWD,Mahindra XUV700 AX7 7Str Diesel AT AWD,Rs.24.99 Lakh*Get On-Road Price*Ex-showroom Price in Pune,2198 cc,182.38 bhp,,16.57 kmpl,Diesel,mHAWK (CRDi),4,4,6-Speed,AWD,,BS VI 2.0,McPherson Strut Independent Suspension with FSD and Stabilizer bar,Multi-Link Independent Suspension with FSD Stabilizer bar,Power,Tilt,,Ventilated Disc,Solid Disc,4695 mm,1890 mm,1755 mm,240 Litres,7,,2829 mm,,,5,Rear,Leatherette,,235/60 R18,"Tubeless, Radial",,6,10.25 Inch,,,,,,,,,,12,,,,,BS VI 2.0
Mahindra,Mahindra XUV700,XUV700 AX7L 6Str Diesel,Mahindra XUV700 AX7L 6Str Diesel,Rs.24.29 Lakh*Get On-Road Price*Ex-showroom Price in Pune,2198 cc,182.38 bhp,,17 kmpl,Diesel,mSTALLION (TGDi),4,4,6-Speed,FWD,,BS VI 2.0,McPherson Strut Independent Suspension with FSD and Stabilizer bar,Multi-Link Independent Suspension with FSD Stabilizer bar,Power,Tilt & Telescopic,,Ventilated Disc,Solid Disc,4695 mm,1890 mm,1755 mm,240 Litres,6,,3135 mm,,,5,Rear,Leatherette,,235/60 R18,"Tubeless, Radial",,7,10.25 Inch,,,,,,,,,,12,,,,,BS VI 2.0
Mahindra,Mahindra XUV700,XUV700 AX7L Blaze Edition Diesel,Mahindra XUV700 AX7L Blaze Edition Diesel,Rs.24.24 Lakh*Get On-Road Price*Ex-showroom Price in Pune,2198 cc,182.38 bhp,,17 kmpl,Diesel,mSTALLION (TGDi),4,4,6-Speed,FWD,,BS VI 2.0,McPherson Strut Independent Suspension with FSD and Stabilizer bar,Multi-Link Independent Suspension with FSD Stabilizer bar,Power,Tilt & Telescopic,,Ventilated Disc,Solid Disc,4695 mm,1890 mm,1755 mm,240 Litres,7,,2729 mm,,,5,Rear,Leatherette,,235/60 R18,"Tubeless, Radial",,7,10.25 Inch,,,,,,,,,,12,,,,,BS VI 2.0
Mahindra,Mahindra XUV700,XUV700 AX7L 7Str Diesel,Mahindra XUV700 AX7L 7Str Diesel,Rs.23.99 Lakh*Get On-Road Price*Ex-showroom Price in Pune,2198 cc,182.38 bhp,,17 kmpl,Diesel,mSTALLION (TGDi),4,4,6-Speed,FWD,,BS VI 2.0,McPherson Strut Independent Suspension with FSD and Stabilizer bar,Multi-Link Independent Suspension with FSD Stabilizer bar,Power,Tilt & Telescopic,,Ventilated Disc,Solid Disc,4695 mm,1890 mm,1755 mm,240 Litres,7,,2729 mm,,,5,Rear,Leatherette,,235/60 R18,"Tubeless, Radial",,7,10.25 Inch,,,,,,,,,,12,,,,,BS VI 2.0
Mahindra,Mahindra XUV700,XUV700 AX7 6 Str Diesel AT,Mahindra XUV700 AX7 6 Str Diesel AT,Rs.23.84 Lakh*Get On-Road Price*Ex-showroom Price in Pune,2198 cc,182.38 bhp,,16.57 kmpl,Diesel,mHAWK (CRDi),4,4,6-Speed,FWD,,BS VI 2.0,McPherson Strut Independent Suspension with FSD and Stabilizer bar,Multi-Link Independent Suspension with FSD Stabilizer bar,Power,Tilt,,Ventilated Disc,Solid Disc,4695 mm,1890 mm,1755 mm,240 Litres,6,,2540 mm,,,5,Rear,Leatherette,,235/60 R18,"Tubeless, Radial",,6,10.25 Inch,,,,,,,,,,6,,,,,BS VI 2.0
Mahindra,Mahindra XUV700,XUV700 AX7 7Str Diesel AT,Mahindra XUV700 AX7 7Str Diesel AT,Rs.23.69 Lakh*Get On-Road Price*Ex-showroom Price in Pune,2198 cc,182.38 bhp,,16.57 kmpl,Diesel,mHAWK (CRDi),4,4,6-Speed,FWD,,BS VI 2.0,McPherson Strut Independent Suspension with FSD and Stabilizer bar,Multi-Link Independent Suspension with FSD Stabilizer bar,Power,Tilt,,Ventilated Disc,Solid Disc,4695 mm,1890 mm,1755 mm,240 Litres,7,,2890 mm,,,5,Rear,Leatherette,,235/60 R18,"Tubeless, Radial",,6,10.25 Inch,,,,,,,,,,6,,,,,BS VI 2.0
Mahindra,Mahindra XUV700,XUV700 AX7 6Str AT,Mahindra XUV700 AX7 6Str AT,Rs.23.14 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1999 cc,197.13 bhp,,13 kmpl,Petrol,mSTALLION (TGDi),4,4,6-Speed,FWD,60 Litres,BS VI 2.0,McPherson Strut Independent Suspension with FSD and Stabilizer bar,Multi-Link Independent Suspension with FSD Stabilizer bar,Power,Tilt,,Ventilated Disc,Solid Disc,4695 mm,1890 mm,1755 mm,240 Litres,6,,2610 mm,,,5,Rear,Leatherette,,235/60 R18,"Tubeless, Radial",,6,10.25 Inch,,,,,,,,,,6,,,,,BS VI 2.0
Mahindra,Mahindra XUV700,XUV700 AX7 7Str AT,Mahindra XUV700 AX7 7Str AT,Rs.22.99 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1999 cc,197.13 bhp,,13 kmpl,Petrol,mSTALLION (TGDi),4,4,6-Speed,FWD,60 Litres,BS VI 2.0,McPherson Strut Independent Suspension with FSD and Stabilizer bar,Multi-Link Independent Suspension with FSD Stabilizer bar,Power,Tilt,,Ventilated Disc,Solid Disc,4695 mm,1890 mm,1755 mm,240 Litres,7,,2750 mm,,,5,Rear,Leatherette,,235/60 R18,"Tubeless, Radial",,6,10.25 Inch,,,,,,,,,,6,,,,,BS VI 2.0
Mahindra,Mahindra XUV700,XUV700 AX7 6 Str Diesel,Mahindra XUV700 AX7 6 Str Diesel,Rs.22.04 Lakh*Get On-Road Price*Ex-showroom Price in Pune,2198 cc,182.38 bhp,,17 kmpl,Diesel,mHAWK (CRDi),4,4,6-Speed,FWD,,BS VI 2.0,McPherson Strut Independent Suspension with FSD and Stabilizer bar,Multi-Link Independent Suspension with FSD Stabilizer bar,Power,Tilt,,Ventilated Disc,Solid Disc,4695 mm,1890 mm,1755 mm,240 Litres,6,,2540 mm,,,5,Rear,Leatherette,,235/60 R18,"Tubeless, Radial",,6,10.25 Inch,,,,,,,,,,6,,,,,BS VI 2.0
Mahindra,Mahindra XUV700,XUV700 AX7 7Str Diesel,Mahindra XUV700 AX7 7Str Diesel,Rs.21.89 Lakh*Get On-Road Price*Ex-showroom Price in Pune,2198 cc,182.38 bhp,,17 kmpl,Diesel,mHAWK (CRDi),4,4,6-Speed,FWD,,BS VI 2.0,McPherson Strut Independent Suspension with FSD and Stabilizer bar,Multi-Link Independent Suspension with FSD Stabilizer bar,Power,Tilt,,Ventilated Disc,Solid Disc,4695 mm,1890 mm,1755 mm,240 Litres,7,,3396 mm,,,5,Rear,Leatherette,,235/60 R18,"Tubeless, Radial",,6,10.25 Inch,,,,,,,,,,6,,,,,BS VI 2.0
Mahindra,Mahindra XUV700,XUV700 AX7 6 Str,Mahindra XUV700 AX7 6 Str,Rs.21.44 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1999 cc,197.13 bhp,,15 kmpl,Petrol,mSTALLION (TGDi),4,4,6-Speed,FWD,60 Litres,BS VI 2.0,McPherson Strut Independent Suspension with FSD and Stabilizer bar,Multi-Link Independent Suspension with FSD Stabilizer bar,Power,Tilt,,Ventilated Disc,Solid Disc,4695 mm,1890 mm,1755 mm,240 Litres,6,,2610 mm,,,5,Rear,Leatherette,,235/60 R18,"Tubeless, Radial",,6,10.25 Inch,,,,,,,,,,6,,,,,BS VI 2.0
Mahindra,Mahindra XUV700,XUV700 AX7 7Str,Mahindra XUV700 AX7 7Str,Rs.21.29 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1999 cc,197.13 bhp,,15 kmpl,Petrol,mSTALLION (TGDi),4,4,6-Speed,FWD,60 Litres,BS VI 2.0,McPherson Strut Independent Suspension with FSD and Stabilizer bar,Multi-Link Independent Suspension with FSD Stabilizer bar,Power,Tilt,,Ventilated Disc,Solid Disc,4695 mm,1890 mm,1755 mm,240 Litres,7,,2750 mm,,,5,Rear,Leatherette,,235/60 R18,"Tubeless, Radial",,6,10.25 Inch,,,,,,,,,,6,,,,,BS VI 2.0
Mahindra,Mahindra XUV700,XUV700 AX5 7 Str Diesel AT,Mahindra XUV700 AX5 7 Str Diesel AT,Rs.21.09 Lakh*Get On-Road Price*Ex-showroom Price in Pune,2198 cc,182.38 bhp,,16.57 kmpl,Diesel,mHAWK (CRDi),4,4,6-Speed,FWD,,BS VI 2.0,McPherson Strut Independent Suspension with FSD and Stabilizer bar,Multi-Link Independent Suspension with FSD Stabilizer bar,Power,Tilt,,Ventilated Disc,Solid Disc,4695 mm,1890 mm,1755 mm,240 Litres,7,,2865 mm,,,5,Rear,Fabric,,235/65 R17,"Tubeless, Radial",,4,10.25 Inch,,,,,,,,,,6,,,,,BS VI 2.0
